Customer ID,Total_Spending,Avg_Order_Value,Order_Count,Total_Quantity,Avg_Quantity,Customer_Type
14011,457.82,14.31,32,644,20.12,Retail
14013,611.55,17.99,34,313,9.21,Retail
14014,1443.03,39.0,37,928,25.08,Retail
14016,7062.2,24.61,287,3597,12.53,Retail
14017,229.75,16.41,14,73,5.21,Retail
14018,367.15,28.24,13,224,17.23,Retail
14020,606.21,18.37,33,207,6.27,Retail
14021,1084.68,15.95,68,686,10.09,Retail
14022,352.15,18.53,19,194,10.21,Retail
14024,318.04,17.67,18,88,4.89,Retail
14025,4057.9,40.99,99,1914,19.33,Retail
14026,713.11,14.26,50,427,8.54,Retail
14028,10396.5,1155.17,9,7170,796.67,Wholesale
14030,5839.46,9.59,609,2834,4.65,Retail
14031,23632.72,44.76,528,8680,16.44,Retail
14032,1874.68,18.56,101,1884,18.65,Retail
14033,109.44,109.44,1,576,576.0,Wholesale
14035,1366.73,17.3,79,666,8.43,Retail
14037,689.75,8.02,86,544,6.33,Retail
14038,1509.5,21.88,69,743,10.77,Retail
14039,115.08,28.77,4,100,25.0,Retail
14040,8963.49,16.24,552,3428,6.21,Retail
14042,431.98,20.57,21,180,8.57,Retail
14043,302.6,7.38,41,152,3.71,Retail
14044,2431.28,3.92,620,1796,2.9,Retail
14045,9653.28,301.66,32,4052,126.62,Wholesale
14047,2946.42,22.32,132,1268,9.61,Retail
14048,338.76,6.05,56,179,3.2,Retail
14049,7444.68,12.77,583,4672,8.01,Retail
14051,6784.01,55.61,122,2167,17.76,Retail
14052,241.3,3.71,65,85,1.31,Retail
14053,312.05,62.41,5,275,55.0,Wholesale
14055,795.32,34.58,23,504,21.91,Retail
14057,2135.0,13.02,164,1565,9.54,Retail
14058,469.19,19.55,24,211,8.79,Retail
14060,3378.66,49.69,68,2733,40.19,Retail
14061,917.43,48.29,19,133,7.0,Retail
14062,15120.8,66.03,229,7201,31.45,Retail
14063,22710.2,567.76,40,3850,96.25,Wholesale
14064,1925.9,12.11,159,2139,13.45,Retail
14065,891.02,18.18,49,582,11.88,Retail
14068,1250.87,14.89,84,437,5.2,Retail
14069,225.81,5.51,41,58,1.41,Retail
14070,321.6,7.84,41,85,2.07,Retail
14072,390.85,20.57,19,65,3.42,Retail
14074,219.4,36.57,6,228,38.0,Retail
14075,792.61,20.86,38,740,19.47,Retail
14077,115.66,8.26,14,108,7.71,Retail
14078,640.34,6.67,96,305,3.18,Retail
14079,243.63,243.63,1,1,1.0,Retail
14080,1070.08,13.55,79,220,2.78,Retail
14081,4369.47,5.73,763,3041,3.99,Retail
14082,231.11,6.42,36,136,3.78,Retail
14083,373.3,5.33,70,207,2.96,Retail
14084,150.5,21.5,7,306,43.71,Retail
14085,5607.43,9.21,609,3363,5.52,Retail
14086,39.95,39.95,1,1,1.0,Retail
14087,638.0,4.4,145,468,3.23,Retail
14088,13544.99,145.65,93,2611,28.08,Retail
14091,9530.08,733.08,13,3316,255.08,Wholesale
14092,3152.54,19.83,159,1540,9.69,Retail
14094,311.77,7.25,43,158,3.67,Retail
14095,2.95,2.95,1,1,1.0,Retail
14097,422.86,10.57,40,352,8.8,Retail
14099,2646.74,9.77,271,1487,5.49,Retail
14101,3985.14,72.46,55,3600,65.45,Wholesale
14104,527.32,4.63,114,424,3.72,Retail
14105,4722.6,23.04,205,2734,13.34,Retail
14106,214.8,214.8,1,24,24.0,Retail
14107,2174.07,19.24,113,1696,15.01,Retail
14108,447.05,24.84,18,279,15.5,Retail
14110,7304.8,29.94,244,3380,13.85,Retail
14112,2919.44,17.59,166,1888,11.37,Retail
14113,5252.19,59.68,88,2694,30.61,Retail
14114,977.56,16.57,59,549,9.31,Retail
14115,622.67,28.3,22,509,23.14,Retail
14118,458.45,30.56,15,97,6.47,Retail
14119,183.37,16.67,11,177,16.09,Retail
14122,362.42,27.88,13,114,8.77,Retail
14123,436.18,18.17,24,234,9.75,Retail
14126,466.33,16.65,28,379,13.54,Retail
14127,1190.37,16.31,73,507,6.95,Retail
14128,286.71,15.09,19,250,13.16,Retail
14129,1467.48,25.75,57,822,14.42,Retail
14130,1377.86,8.95,154,958,6.22,Retail
14131,168.22,3.66,46,105,2.28,Retail
14133,305.5,38.19,8,50,6.25,Retail
14134,11123.35,61.8,180,5814,32.3,Retail
14135,4953.61,40.6,122,5505,45.12,Retail
14136,1570.81,14.82,106,1148,10.83,Retail
14137,332.7,30.25,11,462,42.0,Retail
14139,670.98,15.6,43,539,12.53,Retail
14142,671.34,15.26,44,518,11.77,Retail
14144,30.6,30.6,1,12,12.0,Retail
14145,3857.85,275.56,14,899,64.21,Wholesale
14146,5259.3,21.38,246,3343,13.59,Retail
14147,2106.8,84.27,25,887,35.48,Retail
14148,309.09,22.08,14,207,14.79,Retail
14151,679.45,15.44,44,405,9.2,Retail
14152,1376.05,16.38,84,1133,13.49,Retail
14153,233.4,13.73,17,312,18.35,Retail
14154,5115.08,21.31,240,2757,11.49,Retail
14156,196549.74,74.28,2646,108105,40.86,Retail
14157,553.8,14.2,39,250,6.41,Retail
14159,3230.45,4.89,661,2172,3.29,Retail
14160,8421.47,78.71,107,4661,43.56,Retail
14161,2182.46,10.97,199,1158,5.82,Retail
14163,148.71,24.78,6,57,9.5,Retail
14166,251.15,4.92,51,82,1.61,Retail
14167,711.7,10.95,65,193,2.97,Retail
14168,370.45,24.7,15,147,9.8,Retail
14169,621.51,9.71,64,205,3.2,Retail
14170,570.18,3.93,145,270,1.86,Retail
14171,135.0,22.5,6,44,7.33,Retail
14172,369.02,8.39,44,78,1.77,Retail
14173,135.16,33.79,4,44,11.0,Retail
14175,4456.58,24.49,182,1494,8.21,Retail
14176,339.11,22.61,15,117,7.8,Retail
14177,1660.23,10.12,164,839,5.12,Retail
14180,1570.73,25.75,61,159,2.61,Retail
14181,308.35,5.93,52,120,2.31,Retail
14182,678.77,13.58,50,174,3.48,Retail
14183,278.34,8.19,34,60,1.76,Retail
14186,1550.63,14.91,104,1550,14.9,Retail
14187,123.5,15.44,8,50,6.25,Retail
14189,1160.31,22.75,51,709,13.9,Retail
14190,79.9,79.9,1,2,2.0,Retail
14191,132.9,22.15,6,62,10.33,Retail
14192,293.74,20.98,14,218,15.57,Retail
14193,356.8,16.22,22,208,9.45,Retail
14194,7321.07,19.63,373,4197,11.25,Retail
14195,1603.6,178.18,9,1384,153.78,Wholesale
14197,390.05,19.5,20,143,7.15,Retail
14198,868.33,16.7,52,333,6.4,Retail
14199,906.3,56.64,16,226,14.12,Retail
14200,379.2,18.06,21,140,6.67,Retail
14201,446.1,24.78,18,216,12.0,Retail
14202,847.76,29.23,29,166,5.72,Retail
14203,339.34,21.21,16,80,5.0,Retail
14204,874.22,4.83,181,397,2.19,Retail
14205,1947.5,19.67,99,1138,11.49,Retail
14206,856.85,16.8,51,654,12.82,Retail
14207,157.8,78.9,2,36,18.0,Retail
14208,415.31,16.61,25,415,16.6,Retail
14209,2919.84,20.28,144,1048,7.28,Retail
14210,3955.68,17.43,227,1844,8.12,Retail
14211,2161.19,16.88,128,1333,10.41,Retail
14212,1119.66,93.3,12,894,74.5,Wholesale
14213,1192.2,238.44,5,244,48.8,Retail
14215,1626.61,19.36,84,927,11.04,Retail
14216,310.74,17.26,18,118,6.56,Retail
14217,1411.91,17.43,81,567,7.0,Retail
14219,543.89,15.11,36,285,7.92,Retail
14220,882.6,51.92,17,196,11.53,Retail
14221,3084.69,20.03,154,1617,10.5,Retail
14224,831.98,7.17,116,343,2.96,Retail
14225,2031.07,23.62,86,1167,13.57,Retail
14226,770.34,24.85,31,418,13.48,Retail
14227,3017.75,14.94,202,2228,11.03,Retail
14228,745.5,19.62,38,260,6.84,Retail
14229,1046.84,32.71,32,324,10.12,Retail
14230,979.8,29.69,33,246,7.45,Retail
14231,309.91,16.31,19,201,10.58,Retail
14233,1441.55,37.94,38,581,15.29,Retail
14235,1573.13,22.8,69,1055,15.29,Retail
14236,1253.78,35.82,35,502,14.34,Retail
14237,471.14,18.12,26,238,9.15,Retail
14238,287.38,57.48,5,78,15.6,Retail
14239,1882.32,19.21,98,736,7.51,Retail
14240,357.15,18.8,19,237,12.47,Retail
14241,120.0,60.0,2,96,48.0,Retail
14243,4842.28,21.05,230,2466,10.72,Retail
14244,366.42,22.9,16,814,50.88,Wholesale
14247,616.79,6.63,93,331,3.56,Retail
14248,730.37,18.73,39,590,15.13,Retail
14249,5400.46,19.85,272,2383,8.76,Retail
14252,350.99,35.1,10,111,11.1,Retail
14253,363.4,30.28,12,88,7.33,Retail
14254,601.03,26.13,23,263,11.43,Retail
14255,1000.63,1000.63,1,1,1.0,Wholesale
14256,1491.73,18.65,80,733,9.16,Retail
14257,2854.73,21.3,134,1650,12.31,Retail
14258,19381.36,102.55,189,10388,54.96,Wholesale
14260,824.28,16.16,51,544,10.67,Retail
14263,322.93,20.18,16,171,10.69,Retail
14264,1183.39,19.09,62,483,7.79,Retail
14265,843.17,17.57,48,385,8.02,Retail
14266,40.56,40.56,1,24,24.0,Retail
14268,354.85,18.68,19,147,7.74,Retail
14269,295.73,18.48,16,123,7.69,Retail
14271,101.86,3.64,28,60,2.14,Retail
14272,482.85,15.58,31,498,16.06,Retail
14274,256.6,17.11,15,178,11.87,Retail
14275,1189.38,51.71,23,538,23.39,Retail
14276,982.94,17.24,57,662,11.61,Retail
14277,13009.61,82.86,157,87830,559.43,Wholesale
14278,205.83,15.83,13,131,10.08,Retail
14279,191.86,63.95,3,46,15.33,Retail
14281,245.15,35.02,7,45,6.43,Retail
14282,4120.32,42.04,98,2810,28.67,Retail
14283,628.44,15.33,41,550,13.41,Retail
14284,704.4,20.13,35,349,9.97,Retail
14285,1374.41,40.42,34,413,12.15,Retail
14286,3851.01,17.58,219,4457,20.35,Retail
14290,2201.91,44.04,50,685,13.7,Retail
14291,4020.85,15.65,257,3397,13.22,Retail
14292,4354.32,46.82,93,1766,18.99,Retail
14293,2221.37,30.43,73,1021,13.99,Retail
14294,375.34,16.32,23,190,8.26,Retail
14295,2196.71,32.79,67,945,14.1,Retail
14296,456.4,16.9,27,314,11.63,Retail
14298,39667.19,32.33,1227,41929,34.17,Retail
14299,10533.87,53.47,197,6079,30.86,Retail
14301,1352.04,33.8,40,1080,27.0,Retail
14302,742.9,26.53,28,298,10.64,Retail
14303,277.94,12.63,22,218,9.91,Retail
14304,1341.56,18.9,71,636,8.96,Retail
14306,1058.08,81.39,13,990,76.15,Wholesale
14307,2075.31,15.96,130,1316,10.12,Retail
14308,1147.02,573.51,2,2,1.0,Wholesale
14309,1428.28,19.84,72,950,13.19,Retail
14310,492.1,22.37,22,230,10.45,Retail
14311,206.19,18.74,11,89,8.09,Retail
14312,1478.7,15.9,93,892,9.59,Retail
14314,109.8,54.9,2,36,18.0,Retail
14315,716.69,22.4,32,323,10.09,Retail
14316,1370.34,44.2,31,4494,144.97,Wholesale
14318,158.02,17.56,9,152,16.89,Retail
14319,494.85,19.03,26,329,12.65,Retail
14320,868.96,17.38,50,388,7.76,Retail
14321,687.31,12.27,56,869,15.52,Retail
14322,474.1,36.47,13,158,12.15,Retail
14324,701.61,17.11,41,402,9.8,Retail
14325,245.48,13.64,18,320,17.78,Retail
14326,757.13,15.45,49,469,9.57,Retail
14327,1583.28,16.84,94,1157,12.31,Retail
14328,445.05,445.05,1,1,1.0,Retail
14329,4912.38,16.71,294,2826,9.61,Retail
14330,200.63,15.43,13,103,7.92,Retail
14332,1077.2,29.11,37,412,11.14,Retail
14334,1766.27,18.4,96,1255,13.07,Retail
14338,339.88,17.89,19,287,15.11,Retail
14339,310.75,34.53,9,288,32.0,Retail
14341,2285.04,16.68,137,1416,10.34,Retail
14342,249.88,20.82,12,174,14.5,Retail
14343,1079.66,4.61,234,626,2.68,Retail
14344,2443.77,14.21,172,1192,6.93,Retail
14346,1294.17,15.05,86,1273,14.8,Retail
14347,82.6,13.77,6,48,8.0,Retail
14350,689.1,16.81,41,360,8.78,Retail
14353,285.9,15.05,19,280,14.74,Retail
14355,840.05,14.0,60,617,10.28,Retail
14358,400.06,16.0,25,338,13.52,Retail
14361,214.71,15.34,14,251,17.93,Retail
14363,227.47,28.43,8,105,13.12,Retail
14365,634.68,12.44,51,557,10.92,Retail
14366,136.0,136.0,1,16,16.0,Retail
14369,469.13,18.04,26,255,9.81,Retail
14370,1175.78,26.72,44,266,6.05,Retail
14372,860.08,22.63,38,378,9.95,Retail
14374,108.0,15.43,7,20,2.86,Retail
14375,871.26,6.27,139,463,3.33,Retail
14376,215.46,11.97,18,50,2.78,Retail
14378,131.25,14.58,9,57,6.33,Retail
14379,917.06,11.18,82,420,5.12,Retail
14380,48.96,48.96,1,1,1.0,Retail
14381,423.26,7.56,56,303,5.41,Retail
14382,578.14,3.78,153,436,2.85,Retail
14384,58.5,19.5,3,30,10.0,Retail
14388,3488.16,15.3,228,2419,10.61,Retail
14389,854.55,20.35,42,659,15.69,Retail
14390,1731.16,8.57,202,771,3.82,Retail
14391,135.6,9.69,14,168,12.0,Retail
14392,266.4,19.03,14,114,8.14,Retail
14394,93.8,15.63,6,58,9.67,Retail
14395,4630.7,10.11,458,2357,5.15,Retail
14396,1591.74,7.58,210,773,3.68,Retail
14398,707.79,13.35,53,267,5.04,Retail
14399,2108.21,10.98,192,965,5.03,Retail
14400,1157.77,24.12,48,1252,26.08,Retail
14401,2744.42,32.67,84,1894,22.55,Retail
14402,285.6,35.7,8,240,30.0,Retail
14403,404.7,80.94,5,218,43.6,Retail
14404,1404.04,13.25,106,806,7.6,Retail
14405,195.0,97.5,2,100,50.0,Retail
14408,1503.24,68.33,22,828,37.64,Retail
14409,1696.64,32.63,52,1171,22.52,Retail
14410,1531.63,7.81,196,802,4.09,Retail
14412,656.16,16.0,41,642,15.66,Retail
14413,643.47,8.7,74,210,2.84,Retail
14414,902.35,42.97,21,365,17.38,Retail
14415,6124.52,9.35,655,3267,4.99,Retail
14417,524.65,4.48,117,543,4.64,Retail
14419,202.85,8.82,23,69,3.0,Retail
14420,1251.65,19.56,64,786,12.28,Retail
14421,1656.26,24.0,69,977,14.16,Retail
14422,6007.88,18.21,330,3161,9.58,Retail
14423,651.41,54.28,12,299,24.92,Retail
14425,661.39,16.96,39,325,8.33,Retail
14426,7246.27,19.07,380,4324,11.38,Retail
14427,900.18,33.34,27,310,11.48,Retail
14429,516.28,23.47,22,286,13.0,Retail
14430,1220.9,34.88,35,446,12.74,Retail
14431,2143.84,33.5,64,1072,16.75,Retail
14433,280.7,3.79,74,131,1.77,Retail
14435,90.42,30.14,3,282,94.0,Wholesale
14436,182.64,91.32,2,168,84.0,Wholesale
14437,873.34,20.79,42,420,10.0,Retail
14439,6781.8,69.92,97,1718,17.71,Retail
14440,4281.05,49.78,86,1167,13.57,Retail
14441,2898.8,28.14,103,814,7.9,Retail
14442,3777.2,31.48,120,949,7.91,Retail
14443,966.27,16.1,60,582,9.7,Retail
14444,120.44,10.95,11,172,15.64,Retail
14445,221.65,6.93,32,83,2.59,Retail
14446,189.93,4.52,42,175,4.17,Retail
14447,548.5,15.24,36,342,9.5,Retail
14449,1555.4,5.5,283,1005,3.55,Retail
14450,645.19,17.92,36,281,7.81,Retail
14451,2614.78,6.42,407,1359,3.34,Retail
14452,399.9,5.8,69,169,2.45,Retail
14454,977.3,8.88,110,400,3.64,Retail
14455,617.72,8.02,77,706,9.17,Retail
14458,228.07,4.85,47,317,6.74,Retail
14459,3537.82,46.55,76,1543,20.3,Retail
14460,659.16,25.35,26,998,38.38,Retail
14461,4573.85,10.03,456,2239,4.91,Retail
14462,262.24,5.46,48,107,2.23,Retail
14463,256.95,128.48,2,31,15.5,Retail
14464,111.0,27.75,4,62,15.5,Retail
14465,2887.41,41.25,70,2141,30.59,Retail
14466,2374.5,16.49,144,1638,11.38,Retail
14467,1606.98,7.51,214,911,4.26,Retail
14468,204.24,17.02,12,164,13.67,Retail
14469,2093.46,14.44,145,973,6.71,Retail
14470,250.85,14.76,17,89,5.24,Retail
14471,400.95,9.78,41,187,4.56,Retail
14472,266.05,6.05,44,136,3.09,Retail
14474,711.23,7.26,98,308,3.14,Retail
14475,225.3,37.55,6,94,15.67,Retail
14477,660.0,165.0,4,400,100.0,Wholesale
14478,1276.66,18.77,68,1226,18.03,Retail
14479,982.86,7.5,131,503,3.84,Retail
14480,1020.47,19.62,52,527,10.13,Retail
14481,1648.18,13.73,120,1079,8.99,Retail
14482,2283.91,21.34,107,1242,11.61,Retail
14483,120.0,30.0,4,96,24.0,Retail
14484,749.06,19.21,39,534,13.69,Retail
14486,175.5,29.25,6,90,15.0,Retail
14487,225.89,5.51,41,86,2.1,Retail
14489,1111.55,15.88,70,712,10.17,Retail
14490,1273.47,15.92,80,933,11.66,Retail
14491,127.2,31.8,4,40,10.0,Retail
14492,1921.91,20.89,92,751,8.16,Retail
14493,2704.62,11.51,235,1863,7.93,Retail
14494,261.9,26.19,10,118,11.8,Retail
14495,51.0,51.0,1,6,6.0,Retail
14496,2129.42,23.15,92,832,9.04,Retail
14497,221.69,20.15,11,97,8.82,Retail
14498,1943.51,11.04,176,1022,5.81,Retail
14499,1293.35,10.69,121,735,6.07,Retail
14505,6019.65,7.62,790,2586,3.27,Retail
14506,1256.6,8.49,148,338,2.28,Retail
14507,1848.86,11.34,163,897,5.5,Retail
14508,554.87,4.55,122,218,1.79,Retail
14509,110.95,4.44,25,38,1.52,Retail
14510,979.85,13.06,75,793,10.57,Retail
14512,940.69,16.8,56,614,10.96,Retail
14513,332.42,47.49,7,232,33.14,Retail
14514,3389.84,13.56,250,1798,7.19,Retail
14515,1647.17,21.96,75,783,10.44,Retail
14516,151.17,4.32,35,63,1.8,Retail
14519,203.14,5.35,38,81,2.13,Retail
14521,199.45,11.73,17,211,12.41,Retail
14522,773.88,27.64,28,431,15.39,Retail
14524,1066.03,8.53,125,500,4.0,Retail
14525,3810.64,15.62,244,2469,10.12,Retail
14526,258.65,6.31,41,178,4.34,Retail
14527,19257.08,11.16,1725,4667,2.71,Retail
14530,3226.76,12.41,260,1594,6.13,Retail
14531,376.34,12.98,29,260,8.97,Retail
14532,2912.93,11.65,250,827,3.31,Retail
14533,1516.65,56.17,27,2019,74.78,Wholesale
14534,1790.36,8.65,207,795,3.84,Retail
14535,3118.39,6.27,497,1390,2.8,Retail
14537,285.84,21.99,13,108,8.31,Retail
14538,982.59,29.78,33,129,3.91,Retail
14540,2756.98,14.28,193,1184,6.13,Retail
14541,1038.03,14.83,70,482,6.89,Retail
14543,10988.14,77.93,141,1964,13.93,Retail
14544,934.23,12.29,76,876,11.53,Retail
14545,349.25,15.18,23,236,10.26,Retail
14546,2610.91,6.64,393,1375,3.5,Retail
14548,1888.49,17.82,106,730,6.89,Retail
14549,624.36,7.18,87,258,2.97,Retail
14550,587.69,11.75,50,382,7.64,Retail
14551,691.86,10.03,69,380,5.51,Retail
14552,343.71,3.54,97,168,1.73,Retail
14553,959.33,5.48,175,625,3.57,Retail
14555,1991.49,20.32,98,720,7.35,Retail
14556,815.69,4.16,196,323,1.65,Retail
14558,655.5,43.7,15,162,10.8,Retail
14559,75.6,37.8,2,72,36.0,Retail
14560,3876.26,30.76,126,3320,26.35,Retail
14562,1631.38,8.96,182,759,4.17,Retail
14563,640.54,6.04,106,279,2.63,Retail
14564,2605.62,24.35,107,1295,12.1,Retail
14565,760.1,23.03,33,400,12.12,Retail
14566,2660.0,221.67,12,1600,133.33,Wholesale
14568,919.7,19.57,47,645,13.72,Retail
14569,369.94,16.82,22,178,8.09,Retail
14570,395.69,10.15,39,336,8.62,Retail
14571,160.0,5.33,30,56,1.87,Retail
14572,2722.34,11.11,245,1458,5.95,Retail
14573,925.3,6.05,153,275,1.8,Retail
14574,143.7,13.06,11,63,5.73,Retail
14575,420.22,5.84,72,163,2.26,Retail
14576,35.4,35.4,1,12,12.0,Retail
14577,504.44,8.55,59,216,3.66,Retail
14579,105.56,4.22,25,56,2.24,Retail
14580,14.85,14.85,1,3,3.0,Retail
14581,271.05,6.3,43,87,2.02,Retail
14583,673.33,4.16,162,320,1.98,Retail
14584,705.1,5.88,120,579,4.82,Retail
14585,986.22,12.03,82,539,6.57,Retail
14588,135.39,8.46,16,62,3.88,Retail
14589,39.75,13.25,3,5,1.67,Retail
14590,2993.37,14.82,202,901,4.46,Retail
14593,3048.38,6.63,460,1518,3.3,Retail
14594,255.0,8.23,31,146,4.71,Retail
14595,423.85,12.47,34,250,7.35,Retail
14596,222.22,4.19,53,75,1.42,Retail
14597,1318.39,27.47,48,870,18.12,Retail
14598,162.07,4.05,40,165,4.12,Retail
14599,457.89,5.8,79,292,3.7,Retail
14600,471.84,16.27,29,362,12.48,Retail
14602,205.36,6.62,31,80,2.58,Retail
14604,143.86,6.25,23,88,3.83,Retail
14605,921.56,8.53,108,416,3.85,Retail
14606,18482.1,4.86,3802,9287,2.44,Retail
14607,7553.63,61.92,122,3809,31.22,Retail
14608,1567.79,68.16,23,490,21.3,Retail
14609,884.64,98.29,9,5694,632.67,Wholesale
14610,24.35,2.44,10,15,1.5,Retail
14611,604.33,15.9,38,582,15.32,Retail
14612,877.7,62.69,14,134,9.57,Retail
14613,76.32,76.32,1,72,72.0,Wholesale
14614,295.13,15.53,19,189,9.95,Retail
14615,951.76,19.83,48,495,10.31,Retail
14616,121.7,60.85,2,66,33.0,Retail
14617,190.47,21.16,9,81,9.0,Retail
14618,788.88,22.54,35,440,12.57,Retail
14619,896.8,22.42,40,442,11.05,Retail
14621,1212.21,18.09,67,713,10.64,Retail
14623,1130.28,7.59,149,607,4.07,Retail
14624,588.22,15.48,38,483,12.71,Retail
14625,3598.25,16.89,213,1820,8.54,Retail
14626,2619.65,23.82,110,1732,15.75,Retail
14627,462.75,15.96,29,284,9.79,Retail
14628,1326.04,21.39,62,875,14.11,Retail
14630,338.65,16.13,21,111,5.29,Retail
14631,1018.71,20.37,50,785,15.7,Retail
14634,2124.46,19.49,109,1906,17.49,Retail
14635,215.22,14.35,15,118,7.87,Retail
14637,106.68,15.24,7,100,14.29,Retail
14639,1994.47,16.62,120,979,8.16,Retail
14640,1541.98,15.73,98,765,7.81,Retail
14643,986.08,31.81,31,562,18.13,Retail
14644,1416.96,39.36,36,512,14.22,Retail
14645,279.8,15.54,18,206,11.44,Retail
14646,248396.5,140.1,1773,170278,96.04,Wholesale
14647,270.0,13.5,20,84,4.2,Retail
14648,4466.65,10.36,431,3265,7.58,Retail
14649,2248.6,6.59,341,1411,4.14,Retail
14650,62.5,15.62,4,22,5.5,Retail
14651,1371.77,7.54,182,537,2.95,Retail
14653,1666.41,11.26,148,1024,6.92,Retail
14654,246.86,9.14,27,273,10.11,Retail
14655,1946.28,36.04,54,1252,23.19,Retail
14656,498.95,3.93,127,189,1.49,Retail
14657,601.97,7.25,83,413,4.98,Retail
14662,635.06,7.84,81,329,4.06,Retail
14663,490.6,7.21,68,397,5.84,Retail
14665,913.95,21.76,42,404,9.62,Retail
14667,12418.01,16.02,775,7386,9.53,Retail
14668,111.63,9.3,12,49,4.08,Retail
14669,1957.54,8.86,221,1273,5.76,Retail
14670,190.47,3.4,56,97,1.73,Retail
14671,1127.45,20.5,55,571,10.38,Retail
14672,347.59,7.72,45,192,4.27,Retail
14673,1674.41,18.81,89,1031,11.58,Retail
14674,173.66,12.4,14,103,7.36,Retail
14675,419.22,3.38,124,324,2.61,Retail
14676,5808.55,63.83,91,6292,69.14,Wholesale
14677,184.91,13.21,14,139,9.93,Retail
14678,403.39,16.81,24,179,7.46,Retail
14679,1289.44,20.47,63,794,12.6,Retail
14680,28615.27,27.78,1030,13882,13.48,Retail
14681,376.2,28.94,13,96,7.38,Retail
14682,1462.81,17.41,84,869,10.35,Retail
14683,146.56,6.98,21,386,18.38,Retail
14684,228.52,2.38,96,184,1.92,Retail
14685,4536.64,24.26,187,1969,10.53,Retail
14686,852.53,3.89,219,457,2.09,Retail
14687,773.68,30.95,25,380,15.2,Retail
14688,2056.3,11.18,184,1911,10.39,Retail
14690,422.63,7.68,55,174,3.16,Retail
14692,1123.59,12.35,91,625,6.87,Retail
14693,992.46,14.81,67,354,5.28,Retail
14694,244.31,16.29,15,193,12.87,Retail
14695,1534.22,18.71,82,661,8.06,Retail
14696,688.95,16.4,42,521,12.4,Retail
14699,593.47,14.13,42,407,9.69,Retail
14700,880.96,16.02,55,292,5.31,Retail
14701,1961.02,7.32,268,823,3.07,Retail
14702,3427.44,9.36,366,1601,4.37,Retail
14704,258.96,4.18,62,121,1.95,Retail
14706,367.54,14.7,25,246,9.84,Retail
14707,139.2,69.6,2,96,48.0,Retail
14708,1085.91,43.44,25,888,35.52,Retail
14709,3965.29,24.63,161,1657,10.29,Retail
14710,1300.31,4.39,296,760,2.57,Retail
14712,411.0,58.71,7,96,13.71,Retail
14713,2752.51,7.58,363,1841,5.07,Retail
14714,746.05,8.99,83,413,4.98,Retail
14715,958.07,14.52,66,509,7.71,Retail
14716,235.77,5.24,45,148,3.29,Retail
14717,81.3,7.39,11,32,2.91,Retail
14718,226.42,20.58,11,202,18.36,Retail
14721,109.07,4.36,25,57,2.28,Retail
14722,309.1,5.24,59,96,1.63,Retail
14723,927.89,4.66,199,609,3.06,Retail
14724,341.9,8.34,41,184,4.49,Retail
14725,597.16,11.27,53,747,14.09,Retail
14726,116.5,7.77,15,82,5.47,Retail
14727,195.15,5.42,36,396,11.0,Retail
14728,190.58,13.61,14,68,4.86,Retail
14729,586.24,4.44,132,372,2.82,Retail
14732,2814.58,21.65,130,868,6.68,Retail
14733,6579.26,45.37,145,2715,18.72,Retail
14734,1056.42,16.77,63,378,6.0,Retail
14735,6174.47,35.9,172,2249,13.08,Retail
14736,374.05,4.25,88,148,1.68,Retail
14737,2389.62,85.34,28,726,25.93,Retail
14738,507.45,19.52,26,156,6.0,Retail
14739,8385.22,42.78,196,6352,32.41,Retail
14740,2712.85,19.1,142,1346,9.48,Retail
14741,497.25,19.12,26,279,10.73,Retail
14742,579.85,17.05,34,374,11.0,Retail
14743,50.48,16.83,3,40,13.33,Retail
14744,2785.1,29.32,95,1920,20.21,Retail
14745,1331.15,18.75,71,931,13.11,Retail
14746,593.5,65.94,9,398,44.22,Retail
14748,1736.57,17.03,102,1529,14.99,Retail
14749,310.15,17.23,18,403,22.39,Retail
14750,112.03,3.5,32,65,2.03,Retail
14751,126.45,18.06,7,65,9.29,Retail
14753,306.36,17.02,18,201,11.17,Retail
14754,909.88,9.58,95,524,5.52,Retail
14755,4962.27,20.68,240,2182,9.09,Retail
14756,1914.8,23.64,81,1007,12.43,Retail
14758,1380.91,21.24,65,421,6.48,Retail
14761,192.02,14.77,13,88,6.77,Retail
14762,117.05,13.01,9,87,9.67,Retail
14766,4082.76,19.92,205,2714,13.24,Retail
14767,382.81,21.27,18,117,6.5,Retail
14769,5097.13,15.17,336,3819,11.37,Retail
14770,2761.22,19.04,145,1108,7.64,Retail
14771,594.62,12.65,47,622,13.23,Retail
14773,140.55,14.06,10,53,5.3,Retail
14774,241.45,18.57,13,99,7.62,Retail
14775,406.56,20.33,20,384,19.2,Retail
14776,1170.0,16.03,73,1524,20.88,Retail
14777,307.56,19.22,16,212,13.25,Retail
14783,307.3,18.08,17,262,15.41,Retail
14784,159.94,13.33,12,126,10.5,Retail
14786,90.96,12.99,7,112,16.0,Retail
14787,110.65,7.38,15,59,3.93,Retail
14788,476.88,17.03,28,298,10.64,Retail
14790,1781.56,18.0,99,1943,19.63,Retail
14791,303.63,15.98,19,127,6.68,Retail
14793,396.91,15.88,25,270,10.8,Retail
14794,633.99,26.42,24,110,4.58,Retail
14796,2865.05,6.97,411,1627,3.96,Retail
14797,300.31,18.77,16,99,6.19,Retail
14798,550.57,14.88,37,451,12.19,Retail
14799,180.45,18.04,10,349,34.9,Retail
